news_id,headline,body_text,source,label
1058,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
1059,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,CNN,1
1060,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,BBC,1
1061,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
1062,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
1063,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
1064,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1065,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
1066,New curriculum introduced in schools,The news went viral on social media after noon.,CNN,0
1067,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
1068,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Unknown News,0
1069,Global economy faces recession,Experts believe this is a significant technological advancement.,BBC,0
1070,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,1
1071,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,0
1072,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,0
1073,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,0
1074,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,BBC,1
1075,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,0
1076,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,BBC,0
1077,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
1078,New curriculum introduced in schools,The news went viral on social media after noon.,BBC,1
1079,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,1
1080,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,BBC,0
1081,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
1082,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Daily Star,0
1083,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1084,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Daily Star,0
1085,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Unknown News,0
1086,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
1087,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Daily Star,1
1088,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,0
1089,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,1
1090,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
1091,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
1092,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,BBC,1
1093,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,0
1094,Global economy faces recession,Local administration has visited the spot for further inspection.,CNN,0
1095,"Earthquake hits Chittagong, panic spreads",The news went viral on social media after noon.,Reuters,0
1096,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,1
1097,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
1098,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
1099,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,BBC,0
1100,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
1101,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
1102,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,BBC,1
1103,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
1104,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,Unknown News,1
1105,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,0
1106,Dengue situation worsens in the country,Residents claim they have never witnessed such an event before.,CNN,1
1107,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,0
1108,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,CNN,1
1109,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
1110,New metro rail launched in Dhaka,The news went viral on social media after noon.,Daily Star,1
1111,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
1112,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Unknown News,0
1113,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,1
1114,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,BBC,0
1115,New virus outbreak sparks fear,The news went viral on social media after noon.,Unknown News,1
1116,Government announces major job reforms,Government sources state that an official announcement will be made soon.,Unknown News,1
1117,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,0
1118,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,CNN,0
1119,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,0
1120,Government announces major job reforms,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
1121,Global economy faces recession,Experts believe this is a significant technological advancement.,CNN,0
1122,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Unknown News,1
1123,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,1
1124,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,0
1125,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,0
1126,Bangladesh wins the World Cup,The news went viral on social media after noon.,Unknown News,0
1127,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1128,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
1129,New virus outbreak sparks fear,Uncertainty remains about the authenticity of the incident.,Unknown News,0
1130,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
1131,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Daily Star,1
1132,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,1
1133,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Reuters,1
1134,New metro rail launched in Dhaka,Government sources state that an official announcement will be made soon.,CNN,0
1135,Global economy faces recession,Government sources state that an official announcement will be made soon.,Unknown News,1
1136,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,Daily Star,0
1137,Global economy faces recession,Residents claim they have never witnessed such an event before.,BBC,0
1138,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,Daily Star,1
1139,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Reuters,1
1140,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,0
1141,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,CNN,1
1142,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,0
1143,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,1
1144,New virus outbreak sparks fear,The news went viral on social media after noon.,CNN,0
1145,Government announces major job reforms,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,1
1146,New metro rail launched in Dhaka,The news went viral on social media after noon.,BBC,0
1147,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,1
1148,"Earthquake hits Chittagong, panic spreads",Local administration has visited the spot for further inspection.,Unknown News,1
1149,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,0
1150,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
1151,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,BBC,0
1152,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Daily Star,0
1153,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
1154,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
1155,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Unknown News,0
1156,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,1
1157,Breakthrough in Bangladesh's tech industry,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1158,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Unknown News,0
1159,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
1160,Dengue situation worsens in the country,Doctors advise that basic precautions can help avoid danger.,BBC,0
1161,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,0
1162,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,BBC,1
1163,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Unknown News,0
1164,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,Reuters,0
1165,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
1166,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,CNN,0
1167,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,1
1168,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,1
1169,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1170,Dengue situation worsens in the country,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1171,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1172,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,BBC,0
1173,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
1174,Government announces major job reforms,The news went viral on social media after noon.,Reuters,1
1175,Government announces major job reforms,Experts believe this is a significant technological advancement.,Daily Star,1
1176,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
1177,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,0
1178,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,Daily Star,1
1179,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,1
1180,Bangladesh wins the World Cup,The news went viral on social media after noon.,Unknown News,1
1181,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,0
1182,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,BBC,1
1183,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,CNN,1
1184,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
1185,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,BBC,0
1186,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,1
1187,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Reuters,1
1188,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,CNN,1
1189,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Reuters,1
1190,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,0
1191,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1192,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
1193,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,0
1194,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,CNN,0
1195,New curriculum introduced in schools,Uncertainty remains about the authenticity of the incident.,CNN,1
1196,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,Unknown News,0
1197,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",BBC,0
1198,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,0
1199,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
1200,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
1201,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
1202,New virus outbreak sparks fear,The news went viral on social media after noon.,Reuters,0
1203,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
1204,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,CNN,1
1205,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,0
1206,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,CNN,1
1207,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,0
1208,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,Daily Star,0
1209,Breakthrough in Bangladesh's tech industry,The news went viral on social media after noon.,BBC,0
1210,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1211,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
1212,Bangladesh wins the World Cup,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1213,Government announces major job reforms,The news went viral on social media after noon.,Reuters,1
1214,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,BBC,0
1215,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,Daily Star,1
1216,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,1
1217,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,1
1218,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,1
1219,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,Unknown News,0
1220,Breakthrough in Bangladesh's tech industry,Residents claim they have never witnessed such an event before.,BBC,1
1221,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Unknown News,1
1222,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Reuters,0
1223,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,CNN,0
1224,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
1225,Dengue situation worsens in the country,Experts believe this is a significant technological advancement.,BBC,1
1226,New virus outbreak sparks fear,Residents claim they have never witnessed such an event before.,CNN,1
1227,Government announces major job reforms,The news went viral on social media after noon.,CNN,0
1228,Bangladesh wins the World Cup,Doctors advise that basic precautions can help avoid danger.,Reuters,0
1229,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,Reuters,1
1230,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,Reuters,1
1231,"Earthquake hits Chittagong, panic spreads","Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1232,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Unknown News,0
1233,New metro rail launched in Dhaka,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1234,Global economy faces recession,Doctors advise that basic precautions can help avoid danger.,BBC,0
1235,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,BBC,0
1236,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Reuters,0
1237,New curriculum introduced in schools,Experts believe this is a significant technological advancement.,BBC,1
1238,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,1
1239,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
1240,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,Unknown News,1
1241,Government announces major job reforms,The news went viral on social media after noon.,Reuters,1
1242,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Reuters,1
1243,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,Reuters,1
1244,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
1245,Breakthrough in Bangladesh's tech industry,Government sources state that an official announcement will be made soon.,BBC,1
1246,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Reuters,1
1247,"Earthquake hits Chittagong, panic spreads",Experts believe this is a significant technological advancement.,BBC,1
1248,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1249,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
1250,Breakthrough in Bangladesh's tech industry,Local administration has visited the spot for further inspection.,BBC,1
1251,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,CNN,1
1252,Bangladesh wins the World Cup,Residents claim they have never witnessed such an event before.,CNN,0
1253,New metro rail launched in Dhaka,Experts believe this is a significant technological advancement.,BBC,1
1254,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,1
1255,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,0
1256,New metro rail launched in Dhaka,The news went viral on social media after noon.,Unknown News,0
1257,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,CNN,1
1258,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
1259,New curriculum introduced in schools,The news went viral on social media after noon.,BBC,0
1260,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,0
1261,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Daily Star,1
1262,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Daily Star,1
1263,"Earthquake hits Chittagong, panic spreads",Uncertainty remains about the authenticity of the incident.,Reuters,0
1264,Global economy faces recession,The news went viral on social media after noon.,BBC,1
1265,Bangladesh wins the World Cup,The news went viral on social media after noon.,CNN,0
1266,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,1
1267,Bangladeshi astronaut captures photo from the moon,Experts believe this is a significant technological advancement.,Daily Star,0
1268,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
1269,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,CNN,0
1270,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Reuters,0
1271,Bangladesh wins the World Cup,"Many are calling it a conspiracy. However, experts say it's quite natural.",Unknown News,0
1272,Bangladeshi astronaut captures photo from the moon,The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,0
1273,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,1
1274,New metro rail launched in Dhaka,Uncertainty remains about the authenticity of the incident.,Unknown News,0
1275,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,1
1276,Bangladeshi astronaut captures photo from the moon,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,1
1277,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,1
1278,Breakthrough in Bangladesh's tech industry,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1279,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,CNN,1
1280,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,Daily Star,0
1281,Global economy faces recession,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1282,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
1283,Global economy faces recession,Residents claim they have never witnessed such an event before.,Daily Star,0
1284,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,CNN,1
1285,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,CNN,0
1286,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,1
1287,Breakthrough in Bangladesh's tech industry,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,1
1288,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
1289,Government announces major job reforms,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,0
1290,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,1
1291,Bangladeshi astronaut captures photo from the moon,Local administration has visited the spot for further inspection.,CNN,0
1292,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,Reuters,1
1293,Global economy faces recession,"Many are calling it a conspiracy. However, experts say it's quite natural.",Daily Star,0
1294,Breakthrough in Bangladesh's tech industry,Uncertainty remains about the authenticity of the incident.,Unknown News,1
1295,New curriculum introduced in schools,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,1
1296,Bangladesh wins the World Cup,Government sources state that an official announcement will be made soon.,Reuters,1
1297,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,Unknown News,1
1298,Government announces major job reforms,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1299,"Earthquake hits Chittagong, panic spreads",Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,0
1300,New virus outbreak sparks fear,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
1301,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,0
1302,New metro rail launched in Dhaka,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Reuters,1
1303,Bangladesh wins the World Cup,Local administration has visited the spot for further inspection.,CNN,1
1304,Bangladeshi astronaut captures photo from the moon,Doctors advise that basic precautions can help avoid danger.,CNN,1
1305,Global economy faces recession,Local administration has visited the spot for further inspection.,Reuters,0
1306,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
1307,Bangladeshi astronaut captures photo from the moon,Government sources state that an official announcement will be made soon.,Reuters,1
1308,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,CNN,1
1309,"Earthquake hits Chittagong, panic spreads",Government sources state that an official announcement will be made soon.,CNN,0
1310,"Earthquake hits Chittagong, panic spreads",Doctors advise that basic precautions can help avoid danger.,Unknown News,0
1311,New metro rail launched in Dhaka,Local administration has visited the spot for further inspection.,CNN,1
1312,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Reuters,0
1313,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Reuters,0
1314,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,Unknown News,1
1315,Dengue situation worsens in the country,The news went viral on social media after noon.,BBC,1
1316,"Earthquake hits Chittagong, panic spreads",The Prime Minister attended the inauguration ceremony as the chief guest.,BBC,0
1317,Global economy faces recession,Residents claim they have never witnessed such an event before.,BBC,0
1318,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,Unknown News,1
1319,New curriculum introduced in schools,Residents claim they have never witnessed such an event before.,Reuters,0
1320,New virus outbreak sparks fear,Experts believe this is a significant technological advancement.,Reuters,0
1321,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,Daily Star,1
1322,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
1323,Bangladeshi astronaut captures photo from the moon,Residents claim they have never witnessed such an event before.,CNN,1
1324,New metro rail launched in Dhaka,The Prime Minister attended the inauguration ceremony as the chief guest.,CNN,0
1325,Bangladesh wins the World Cup,Uncertainty remains about the authenticity of the incident.,CNN,0
1326,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Reuters,1
1327,Dengue situation worsens in the country,Uncertainty remains about the authenticity of the incident.,BBC,1
1328,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
1329,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,1
1330,Bangladesh wins the World Cup,The news went viral on social media after noon.,CNN,1
1331,New virus outbreak sparks fear,Local administration has visited the spot for further inspection.,Reuters,0
1332,Global economy faces recession,Local administration has visited the spot for further inspection.,CNN,1
1333,New metro rail launched in Dhaka,Doctors advise that basic precautions can help avoid danger.,BBC,1
1334,Dengue situation worsens in the country,Local administration has visited the spot for further inspection.,Daily Star,1
1335,New curriculum introduced in schools,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,1
1336,Bangladesh wins the World Cup,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,0
1337,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,CNN,1
1338,Government announces major job reforms,Experts believe this is a significant technological advancement.,Unknown News,1
1339,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Unknown News,0
1340,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,Unknown News,1
1341,Breakthrough in Bangladesh's tech industry,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
1342,New curriculum introduced in schools,Incidents were reported from various parts of the city this morning. Authorities are investigating.,Daily Star,0
1343,New virus outbreak sparks fear,The Prime Minister attended the inauguration ceremony as the chief guest.,Daily Star,0
1344,New metro rail launched in Dhaka,The news went viral on social media after noon.,Reuters,0
1345,Dengue situation worsens in the country,The Prime Minister attended the inauguration ceremony as the chief guest.,Unknown News,1
1346,Breakthrough in Bangladesh's tech industry,Experts believe this is a significant technological advancement.,BBC,0
1347,Bangladeshi astronaut captures photo from the moon,Uncertainty remains about the authenticity of the incident.,CNN,1
1348,New metro rail launched in Dhaka,Residents claim they have never witnessed such an event before.,CNN,0
1349,New curriculum introduced in schools,Government sources state that an official announcement will be made soon.,Unknown News,0
1350,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Reuters,0
1351,Government announces major job reforms,Residents claim they have never witnessed such an event before.,Daily Star,0
1352,Dengue situation worsens in the country,Government sources state that an official announcement will be made soon.,Unknown News,0
1353,Global economy faces recession,Government sources state that an official announcement will be made soon.,Reuters,0
1354,Bangladeshi astronaut captures photo from the moon,The news went viral on social media after noon.,BBC,0
1355,New curriculum introduced in schools,The news went viral on social media after noon.,BBC,0
1356,Global economy faces recession,Residents claim they have never witnessed such an event before.,Reuters,0
1357,Government announces major job reforms,Uncertainty remains about the authenticity of the incident.,BBC,0
1358,New virus outbreak sparks fear,Doctors advise that basic precautions can help avoid danger.,Daily Star,1
1359,Global economy faces recession,Incidents were reported from various parts of the city this morning. Authorities are investigating.,BBC,1
1360,New virus outbreak sparks fear,Government sources state that an official announcement will be made soon.,Unknown News,1
1361,Government announces major job reforms,Residents claim they have never witnessed such an event before.,CNN,1
1362,Global economy faces recession,Uncertainty remains about the authenticity of the incident.,CNN,0
1363,Bangladesh wins the World Cup,Experts believe this is a significant technological advancement.,Reuters,0
1364,Bangladeshi astronaut captures photo from the moon,"Many are calling it a conspiracy. However, experts say it's quite natural.",Reuters,0
1365,New virus outbreak sparks fear,"Many are calling it a conspiracy. However, experts say it's quite natural.",CNN,0
1366,Global economy faces recession,Experts believe this is a significant technological advancement.,Unknown News,0
1367,New curriculum introduced in schools,Doctors advise that basic precautions can help avoid danger.,CNN,0
1368,Bangladesh wins the World Cup,The news went viral on social media after noon.,BBC,1
1369,"Earthquake hits Chittagong, panic spreads",Residents claim they have never witnessed such an event before.,Reuters,1
